id_student,id_assessment,date_submitted,is_banked,score
447,CCC_1,138,0,74.1
447,CCC_2,,0,
447,CCC_3,6,0,72.3
447,CCC_4,22,1,94.8
447,CCC_5,57,1,72.5
448,BBB_1,105,1,78.3
448,BBB_2,134,0,76.4
448,BBB_3,132,0,70.4
448,BBB_4,167,1,67.7
448,BBB_5,118,1,81.4
448,BBB_6,,0,
449,AAA_1,117,1,61.6
449,AAA_2,,1,
449,AAA_3,194,0,75.7
449,AAA_4,49,0,50.5
450,AAA_1,79,0,66.8
450,AAA_2,197,0,71.2
451,DDD_1,107,1,51.2
451,DDD_2,81,0,72.6
451,DDD_3,144,1,68.2
451,DDD_4,133,1,82.7
452,AAA_1,11,1,70.6
452,AAA_2,,1,
453,AAA_1,153,0,47.7
453,AAA_2,71,1,80.3
453,AAA_3,,1,
454,DDD_1,31,1,94.1
454,DDD_2,131,1,65.9
454,DDD_3,45,0,93.3
454,DDD_4,187,0,84.1
454,DDD_5,105,0,67.0
455,BBB_1,98,0,49.0
455,BBB_2,83,0,62.2
455,BBB_3,29,1,35.6
455,BBB_4,197,1,61.2
455,BBB_5,14,0,66.2
456,AAA_1,,1,
456,AAA_2,56,0,77.9
456,AAA_3,59,1,60.4
456,AAA_4,76,0,53.5
456,AAA_5,,0,
457,BBB_1,,1,
457,BBB_2,47,1,94.8
457,BBB_3,9,0,77.8
458,DDD_1,147,1,50.7
458,DDD_2,73,0,86.2
458,DDD_3,,0,
458,DDD_4,34,0,65.3
458,DDD_5,28,0,72.4
458,DDD_6,95,1,68.0
459,DDD_1,179,1,93.6
459,DDD_2,123,1,84.6
459,DDD_3,160,1,60.7
459,DDD_4,152,0,77.5
459,DDD_5,,1,
460,CCC_1,126,1,100
460,CCC_2,158,1,80.4
460,CCC_3,200,1,94.8
460,CCC_4,144,0,98.8
460,CCC_5,80,0,94.9
460,CCC_6,143,1,95.1
461,BBB_1,43,0,85.0
461,BBB_2,,0,
461,BBB_3,196,1,88.3
461,BBB_4,120,1,67.2
462,AAA_1,26,1,82.6
462,AAA_2,92,0,81.0
462,AAA_3,,1,
462,AAA_4,19,0,82.4
462,AAA_5,60,1,49.1
462,AAA_6,96,1,77.8
463,CCC_1,18,1,60.4
463,CCC_2,49,0,67.6
463,CCC_3,58,1,71.6
463,CCC_4,150,1,60.3
463,CCC_5,,1,
463,CCC_6,154,0,59.2
464,AAA_1,71,0,99.8
464,AAA_2,2,1,99.8
464,AAA_3,27,1,68.3
464,AAA_4,130,1,92.0
465,DDD_1,81,1,70.7
465,DDD_2,106,1,56.1
465,DDD_3,15,1,62.1
466,AAA_1,94,1,35.4
466,AAA_2,38,1,39.7
466,AAA_3,25,0,36.5
467,CCC_1,,1,
467,CCC_2,61,0,92.5
468,DDD_1,122,1,62.3
468,DDD_2,60,1,54.1
468,DDD_3,15,1,46.2
468,DDD_4,106,0,52.9
468,DDD_5,84,1,62.9
469,BBB_1,60,1,70.7
469,BBB_2,86,0,66.2
470,BBB_1,133,1,61.0
470,BBB_2,64,1,80.4
470,BBB_3,122,1,67.1
470,BBB_4,133,0,82.0
470,BBB_5,55,1,79.9
470,BBB_6,,0,
471,BBB_1,16,1,68.0
471,BBB_2,133,0,91.7
471,BBB_3,62,1,73.6
471,BBB_4,97,1,79.8
471,BBB_5,83,0,79.8
471,BBB_6,174,0,96.5
472,DDD_1,154,1,84.1
472,DDD_2,175,1,76.1
472,DDD_3,69,0,70.4
472,DDD_4,33,0,78.2
472,DDD_5,194,1,63.9
473,BBB_1,62,1,46.6
473,BBB_2,76,1,63.8
473,BBB_3,,1,
474,AAA_1,97,0,69.2
474,AAA_2,108,0,67.4
474,AAA_3,167,1,75.6
475,AAA_1,120,1,63.7
475,AAA_2,32,1,78.8
475,AAA_3,68,1,48.4
475,AAA_4,173,0,60.1
476,AAA_1,38,0,74.3
476,AAA_2,188,0,81.9
476,AAA_3,174,1,73.8
476,AAA_4,187,0,78.2
476,AAA_5,27,1,83.6
477,CCC_1,79,1,62.2
477,CCC_2,88,0,62.8
477,CCC_3,,0,
477,CCC_4,8,0,57.5
477,CCC_5,83,0,79.0
477,CCC_6,70,1,59.4
478,AAA_1,,0,
478,AAA_2,89,0,75.3
479,CCC_1,147,0,53.3
479,CCC_2,2,1,44.9
479,CCC_3,79,0,70.7
479,CCC_4,55,0,33.8
479,CCC_5,61,1,44.7
479,CCC_6,141,0,50.2
480,AAA_1,184,1,63.9
480,AAA_2,143,0,62.1
480,AAA_3,35,1,49.1
480,AAA_4,69,0,41.7
481,AAA_1,173,0,74.3
481,AAA_2,108,1,47.2
481,AAA_3,56,1,71.8
481,AAA_4,,0,
482,BBB_1,80,0,65.6
482,BBB_2,123,0,78.8
483,DDD_1,42,1,62.2
483,DDD_2,193,1,58.4
483,DDD_3,87,1,78.0
483,DDD_4,194,1,74.6
484,CCC_1,141,0,80.3
484,CCC_2,157,1,92.4
484,CCC_3,182,0,76.0
484,CCC_4,85,0,88.5
484,CCC_5,79,0,88.2
485,AAA_1,74,1,99.4
485,AAA_2,11,1,71.0
485,AAA_3,100,0,90.6
485,AAA_4,176,1,87.5
485,AAA_5,182,0,82.6
485,AAA_6,,0,
486,DDD_1,187,1,60.8
486,DDD_2,185,0,65.8
487,CCC_1,125,0,96.8
487,CCC_2,60,1,67.2
487,CCC_3,195,0,82.7
487,CCC_4,118,0,60.7
488,AAA_1,69,1,69.2
488,AAA_2,3,1,69.2
488,AAA_3,149,0,92.8
488,AAA_4,,0,
488,AAA_5,47,1,75.5
488,AAA_6,118,0,74.0
489,DDD_1,187,0,73.0
489,DDD_2,54,1,66.0
490,BBB_1,72,1,66.0
490,BBB_2,41,1,47.0
491,AAA_1,161,0,74.4
491,AAA_2,25,0,74.5
491,AAA_3,148,1,62.6
491,AAA_4,83,0,49.1
491,AAA_5,67,0,56.4
491,AAA_6,70,0,67.9
492,BBB_1,15,1,68.4
492,BBB_2,173,1,61.9
492,BBB_3,71,1,72.6
492,BBB_4,157,0,47.8
492,BBB_5,174,1,51.9
493,DDD_1,57,1,81.6
493,DDD_2,39,1,76.8
493,DDD_3,198,1,74.0
494,BBB_1,163,1,76.4
494,BBB_2,85,0,57.8
494,BBB_3,71,1,53.2
494,BBB_4,125,0,61.8
495,DDD_1,127,0,87.2
495,DDD_2,88,0,60.2
495,DDD_3,136,1,82.2
495,DDD_4,104,1,72.5
495,DDD_5,84,0,76.1
496,AAA_1,123,1,91.3
496,AAA_2,3,1,69.1
496,AAA_3,95,0,100
497,BBB_1,82,0,93.0
497,BBB_2,145,0,65.1
498,CCC_1,,0,
498,CCC_2,128,1,66.1
498,CCC_3,83,0,84.0
498,CCC_4,75,1,72.5
498,CCC_5,85,0,100
499,CCC_1,28,1,100
499,CCC_2,148,0,72.1
499,CCC_3,66,1,86.7
500,AAA_1,,0,
500,AAA_2,190,0,99.2
501,CCC_1,79,0,92.4
501,CCC_2,14,0,65.0
501,CCC_3,82,0,82.3
501,CCC_4,22,0,69.1
502,CCC_1,133,1,94.1
502,CCC_2,74,0,60.6
503,DDD_1,18,1,86.5
503,DDD_2,15,1,60.6
503,DDD_3,44,1,87.1
503,DDD_4,35,1,62.2
503,DDD_5,,0,
503,DDD_6,12,1,82.0
504,CCC_1,146,0,44.0
504,CCC_2,101,0,44.5
504,CCC_3,69,0,75.3
504,CCC_4,90,1,72.2
505,CCC_1,124,1,92.3
505,CCC_2,22,0,72.3
505,CCC_3,101,0,74.8
505,CCC_4,140,0,75.1
505,CCC_5,188,1,86.2
505,CCC_6,70,1,79.2
506,DDD_1,173,1,74.7
506,DDD_2,190,0,86.3
506,DDD_3,155,1,80.1
506,DDD_4,118,0,71.2
506,DDD_5,187,1,93.6
507,BBB_1,42,0,63.6
507,BBB_2,82,0,82.2
507,BBB_3,137,1,84.3
507,BBB_4,38,0,66.9
508,CCC_1,174,0,52.5
508,CCC_2,55,0,36.8
508,CCC_3,49,0,62.4
508,CCC_4,176,0,72.9
509,AAA_1,132,0,75.1
509,AAA_2,60,0,63.0
509,AAA_3,97,1,81.5
509,AAA_4,92,0,58.8
510,BBB_1,151,1,86.6
510,BBB_2,171,0,81.4
510,BBB_3,114,1,59.6
511,CCC_1,183,1,52.1
511,CCC_2,19,1,51.5
511,CCC_3,192,0,46.5
511,CCC_4,125,0,31.5
511,CCC_5,14,0,41.9
511,CCC_6,61,1,34.7
512,AAA_1,41,0,79.4
512,AAA_2,194,0,63.1
513,BBB_1,156,0,74.2
513,BBB_2,22,1,75.7
513,BBB_3,1,0,68.2
513,BBB_4,55,1,62.8
513,BBB_5,156,1,84.4
513,BBB_6,,0,
514,CCC_1,135,0,57.3
514,CCC_2,173,1,64.7
514,CCC_3,182,0,71.3
514,CCC_4,141,0,75.5
514,CCC_5,82,0,68.8
515,AAA_1,4,0,54.6
515,AAA_2,79,0,80.6
515,AAA_3,193,0,52.4
516,BBB_1,128,1,88.7
516,BBB_2,42,0,79.9
516,BBB_3,8,0,86.9
517,DDD_1,,0,
517,DDD_2,81,0,81.9
517,DDD_3,41,0,91.6
517,DDD_4,73,1,61.4
517,DDD_5,107,0,74.1
518,CCC_1,32,1,86.8
518,CCC_2,45,0,80.1
518,CCC_3,175,1,78.3
518,CCC_4,41,0,64.7
519,BBB_1,198,0,69.0
519,BBB_2,142,1,59.5
519,BBB_3,155,1,50.6
519,BBB_4,121,0,45.9
519,BBB_5,136,1,64.8
520,BBB_1,193,0,50.7
520,BBB_2,167,0,50.6
520,BBB_3,67,0,74.4
521,CCC_1,70,0,76.9
521,CCC_2,54,0,63.3
521,CCC_3,72,0,93.4
521,CCC_4,,1,
521,CCC_5,,1,
522,AAA_1,157,0,70.6
522,AAA_2,191,1,62.0
522,AAA_3,168,1,39.7
522,AAA_4,122,1,49.5
522,AAA_5,18,0,51.1
522,AAA_6,17,0,56.2
523,AAA_1,8,1,100
523,AAA_2,33,0,100
523,AAA_3,103,0,84.4
523,AAA_4,6,0,74.3
523,AAA_5,154,0,89.9
524,AAA_1,163,0,73.9
524,AAA_2,58,0,77.8
525,BBB_1,41,0,54.1
525,BBB_2,36,1,60.1
525,BBB_3,20,1,56.2
525,BBB_4,77,0,57.2
525,BBB_5,141,1,58.9
525,BBB_6,,0,
526,AAA_1,64,0,74.3
526,AAA_2,147,0,90.8
527,DDD_1,31,1,67.4
527,DDD_2,190,0,65.7
527,DDD_3,95,0,90.1
527,DDD_4,,1,
527,DDD_5,185,1,59.7
528,AAA_1,133,0,73.1
528,AAA_2,145,1,87.0
528,AAA_3,189,0,82.7
528,AAA_4,180,1,95.7
528,AAA_5,112,0,90.1
529,BBB_1,78,1,43.2
529,BBB_2,164,1,62.4
529,BBB_3,186,1,62.0
530,AAA_1,41,1,89.4
530,AAA_2,,1,
530,AAA_3,109,0,81.4
530,AAA_4,129,0,72.3
530,AAA_5,193,0,91.1
530,AAA_6,153,1,95.2
531,AAA_1,123,1,86.7
531,AAA_2,5,1,84.6
531,AAA_3,133,0,80.0
531,AAA_4,41,1,90.4
532,DDD_1,42,0,61.7
532,DDD_2,46,1,57.5
532,DDD_3,64,0,53.9
533,BBB_1,194,0,39.2
533,BBB_2,193,0,51.6
534,AAA_1,70,0,64.2
534,AAA_2,166,1,71.8
534,AAA_3,,0,
534,AAA_4,15,0,50.4
534,AAA_5,,0,
535,BBB_1,155,0,50.0
535,BBB_2,94,0,45.4
535,BBB_3,120,0,52.9
535,BBB_4,198,0,44.9
535,BBB_5,35,1,41.2
535,BBB_6,15,0,63.1
536,CCC_1,176,0,50.9
536,CCC_2,,0,
537,CCC_1,144,0,83.5
537,CCC_2,181,0,76.3
538,AAA_1,132,0,75.7
538,AAA_2,160,1,96.1
538,AAA_3,175,1,100
539,AAA_1,156,1,74.8
539,AAA_2,,0,
539,AAA_3,174,0,100
539,AAA_4,132,0,87.1
540,DDD_1,,1,
540,DDD_2,165,1,75.7
540,DDD_3,36,0,72.8
541,AAA_1,12,1,60.0
541,AAA_2,185,0,61.2
541,AAA_3,56,0,44.9
541,AAA_4,16,1,67.7
542,DDD_1,143,0,52.8
542,DDD_2,163,1,43.3
542,DDD_3,159,0,69.3
542,DDD_4,85,1,52.6
543,BBB_1,136,1,99.0
543,BBB_2,38,0,69.9
544,BBB_1,,1,
544,BBB_2,194,0,100
544,BBB_3,148,0,95.7
544,BBB_4,194,1,88.4
545,CCC_1,,1,
545,CCC_2,87,1,57.0
545,CCC_3,,0,
545,CCC_4,10,1,60.7
545,CCC_5,77,0,62.7
546,AAA_1,,1,
546,AAA_2,194,1,73.6
546,AAA_3,31,0,80.7
546,AAA_4,181,1,58.5
547,CCC_1,138,0,61.5
547,CCC_2,,1,
548,DDD_1,83,1,58.6
548,DDD_2,108,1,76.5
548,DDD_3,13,1,80.8
549,CCC_1,,0,
549,CCC_2,,1,
549,CCC_3,65,0,62.5
549,CCC_4,25,0,58.0
549,CCC_5,12,1,34.3
550,DDD_1,170,0,71.2
550,DDD_2,139,1,63.0
550,DDD_3,94,0,81.7
551,CCC_1,90,1,78.3
551,CCC_2,62,0,74.2
552,AAA_1,22,0,74.0
552,AAA_2,69,0,73.8
552,AAA_3,110,0,63.0
552,AAA_4,30,1,67.2
552,AAA_5,49,1,70.4
553,BBB_1,135,0,78.9
553,BBB_2,134,1,78.6
553,BBB_3,130,1,78.8
554,CCC_1,154,0,69.4
554,CCC_2,39,0,52.5
555,DDD_1,12,0,80.3
555,DDD_2,66,1,62.6
555,DDD_3,89,0,80.2
555,DDD_4,144,0,70.7
556,DDD_1,126,0,48.3
556,DDD_2,9,1,80.9
556,DDD_3,37,1,70.9
556,DDD_4,78,0,84.2
556,DDD_5,97,1,86.2
557,CCC_1,68,0,100
557,CCC_2,4,0,100
557,CCC_3,42,1,89.2
558,DDD_1,65,1,59.7
558,DDD_2,101,0,68.0
559,AAA_1,67,0,76.3
559,AAA_2,13,1,72.9
559,AAA_3,145,1,100
560,BBB_1,47,1,43.1
560,BBB_2,24,0,54.2
560,BBB_3,8,1,58.8
560,BBB_4,19,0,37.8
560,BBB_5,46,0,46.5
560,BBB_6,,1,
561,DDD_1,136,0,85.6
561,DDD_2,172,0,67.2
562,CCC_1,68,1,69.1
562,CCC_2,80,1,81.9
562,CCC_3,,1,
563,AAA_1,193,0,71.9
563,AAA_2,100,1,66.9
564,BBB_1,27,1,71.5
564,BBB_2,142,0,74.0
565,AAA_1,22,0,48.6
565,AAA_2,22,0,36.3
565,AAA_3,105,1,48.6
565,AAA_4,162,0,66.6
566,CCC_1,171,1,64.5
566,CCC_2,169,1,59.5
566,CCC_3,114,1,64.3
566,CCC_4,114,0,67.5
567,CCC_1,125,0,68.9
567,CCC_2,186,0,73.0
567,CCC_3,,0,
568,BBB_1,107,0,60.9
568,BBB_2,64,1,32.8
568,BBB_3,147,0,61.6
568,BBB_4,8,0,69.8
568,BBB_5,82,0,68.7
568,BBB_6,193,0,40.3
569,CCC_1,69,1,57.9
569,CCC_2,180,0,76.8
569,CCC_3,63,1,53.0
570,AAA_1,130,1,51.0
570,AAA_2,183,0,70.8
570,AAA_3,137,0,66.9
570,AAA_4,158,0,78.0
570,AAA_5,135,0,73.1
570,AAA_6,180,1,43.3
571,BBB_1,162,0,92.1
571,BBB_2,108,0,95.7
571,BBB_3,5,0,92.2
571,BBB_4,191,0,80.5
571,BBB_5,10,1,96.3
572,AAA_1,13,1,54.2
572,AAA_2,195,0,75.2
572,AAA_3,23,1,86.1
573,DDD_1,38,1,43.0
573,DDD_2,144,1,56.1
573,DDD_3,194,1,59.4
573,DDD_4,149,1,58.9
573,DDD_5,14,1,43.6
574,BBB_1,12,0,38.9
574,BBB_2,6,0,62.7
574,BBB_3,31,0,43.5
574,BBB_4,62,0,67.9
574,BBB_5,70,1,72.9
575,AAA_1,102,0,74.7
575,AAA_2,34,0,52.1
575,AAA_3,,1,
575,AAA_4,33,1,61.6
576,BBB_1,13,1,36.2
576,BBB_2,144,1,46.4
576,BBB_3,8,1,38.7
576,BBB_4,82,1,48.9
576,BBB_5,88,1,53.0
577,BBB_1,18,0,46.2
577,BBB_2,113,0,54.4
577,BBB_3,176,0,69.6
578,DDD_1,,1,
578,DDD_2,100,1,72.6
579,AAA_1,82,0,89.6
579,AAA_2,73,0,64.0
579,AAA_3,110,1,88.8
579,AAA_4,11,0,90.7
580,AAA_1,70,1,74.1
580,AAA_2,28,0,83.3
580,AAA_3,93,1,68.2
580,AAA_4,97,1,61.6
580,AAA_5,56,1,92.6
581,CCC_1,64,1,67.0
581,CCC_2,,1,
581,CCC_3,172,0,76.2
582,CCC_1,30,1,69.3
582,CCC_2,91,1,86.5
582,CCC_3,2,0,54.4
583,CCC_1,74,0,46.8
583,CCC_2,,0,
583,CCC_3,189,0,78.2
584,AAA_1,,1,
584,AAA_2,96,1,70.5
584,AAA_3,90,1,52.0
584,AAA_4,59,0,53.7
584,AAA_5,84,1,57.0
585,BBB_1,126,0,100
585,BBB_2,29,0,100
586,BBB_1,139,0,47.6
586,BBB_2,171,1,40.3
586,BBB_3,,0,
586,BBB_4,123,0,45.7
586,BBB_5,84,0,58.9
587,AAA_1,200,0,51.3
587,AAA_2,130,1,53.7
587,AAA_3,35,0,58.6
587,AAA_4,23,0,82.0
587,AAA_5,99,0,53.2
587,AAA_6,154,1,64.3
588,BBB_1,35,1,42.6
588,BBB_2,120,1,38.1
589,AAA_1,,0,
589,AAA_2,17,1,62.3
590,CCC_1,108,0,59.2
590,CCC_2,48,1,66.0
591,AAA_1,185,0,63.1
591,AAA_2,66,0,85.2
592,AAA_1,96,0,98.2
592,AAA_2,,1,
592,AAA_3,120,0,92.6
593,AAA_1,171,0,67.2
593,AAA_2,117,1,70.1
593,AAA_3,126,1,94.1
593,AAA_4,192,1,67.8
593,AAA_5,61,1,86.3
594,AAA_1,13,1,59.8
594,AAA_2,31,1,65.2
594,AAA_3,79,0,45.5
595,CCC_1,28,0,55.6
595,CCC_2,18,0,62.5
595,CCC_3,43,0,61.4
595,CCC_4,16,1,72.1
595,CCC_5,119,0,43.7
596,BBB_1,79,1,90.9
596,BBB_2,99,1,90.6
596,BBB_3,60,1,68.6
596,BBB_4,,0,
596,BBB_5,65,1,92.0
596,BBB_6,167,0,76.1
597,DDD_1,103,0,96.5
597,DDD_2,,0,
597,DDD_3,129,1,85.2
597,DDD_4,13,1,81.2
598,AAA_1,43,1,86.7
598,AAA_2,22,1,77.5
599,AAA_1,184,0,44.4
599,AAA_2,23,1,47.5
599,AAA_3,125,1,55.1
599,AAA_4,140,1,34.5
600,AAA_1,7,1,87.2
600,AAA_2,45,0,91.9
600,AAA_3,43,0,78.8
600,AAA_4,,0,
601,AAA_1,22,0,65.7
601,AAA_2,190,0,77.5
602,CCC_1,72,0,60.1
602,CCC_2,13,1,42.3
603,DDD_1,,0,
603,DDD_2,115,1,68.5
604,BBB_1,40,0,98.7
604,BBB_2,174,0,86.6
604,BBB_3,8,1,93.3
604,BBB_4,99,0,67.3
604,BBB_5,103,0,63.9
605,BBB_1,32,0,90.9
605,BBB_2,81,0,78.1
605,BBB_3,74,1,80.8
605,BBB_4,13,0,84.7
606,AAA_1,142,0,100
606,AAA_2,11,1,87.7
606,AAA_3,,1,
606,AAA_4,171,0,66.7
606,AAA_5,183,1,91.6
606,AAA_6,118,1,71.6
607,AAA_1,14,1,82.6
607,AAA_2,40,1,57.1
608,CCC_1,187,1,57.1
608,CCC_2,47,0,76.4
608,CCC_3,93,0,63.2
608,CCC_4,79,0,84.6
609,BBB_1,175,0,81.3
609,BBB_2,116,1,71.8
609,BBB_3,,1,
609,BBB_4,144,0,88.2
609,BBB_5,37,0,100.0
609,BBB_6,151,1,66.1
610,BBB_1,150,1,100
610,BBB_2,189,1,100
610,BBB_3,67,0,100
610,BBB_4,140,0,72.2
610,BBB_5,105,1,71.9
611,CCC_1,140,0,92.0
611,CCC_2,129,0,78.9
611,CCC_3,11,1,72.8
612,AAA_1,197,0,48.1
612,AAA_2,189,1,60.4
612,AAA_3,152,0,83.8
612,AAA_4,38,0,47.1
612,AAA_5,26,1,73.6
613,BBB_1,109,0,82.3
613,BBB_2,,0,
613,BBB_3,30,0,81.0
613,BBB_4,83,0,65.4
613,BBB_5,113,1,64.4
614,AAA_1,75,0,84.8
614,AAA_2,129,1,72.6
614,AAA_3,124,0,76.4
614,AAA_4,41,0,65.0
615,AAA_1,,1,
615,AAA_2,102,0,63.3
616,AAA_1,8,0,69.0
616,AAA_2,20,1,44.1
616,AAA_3,,0,
616,AAA_4,46,1,61.0
616,AAA_5,191,1,67.3
616,AAA_6,43,1,59.6
617,BBB_1,15,1,76.5
617,BBB_2,159,1,65.0
617,BBB_3,56,1,79.3
617,BBB_4,42,1,95.1
617,BBB_5,185,0,91.0
617,BBB_6,150,0,65.7
618,BBB_1,3,1,75.7
618,BBB_2,63,1,63.9
618,BBB_3,36,0,73.2
618,BBB_4,157,1,77.2
619,AAA_1,164,0,81.9
619,AAA_2,102,0,76.8
619,AAA_3,185,1,60.3
619,AAA_4,74,1,60.9
619,AAA_5,,1,
619,AAA_6,163,0,94.2
620,DDD_1,34,0,62.9
620,DDD_2,89,1,62.0
620,DDD_3,35,0,72.0
621,DDD_1,140,1,75.3
621,DDD_2,29,1,61.3
621,DDD_3,76,0,77.1
622,AAA_1,,1,
622,AAA_2,162,0,100
622,AAA_3,,0,
622,AAA_4,126,0,83.3
623,DDD_1,195,1,58.4
623,DDD_2,128,1,55.5
623,DDD_3,164,1,57.6
624,AAA_1,156,0,89.4
624,AAA_2,127,1,74.6
624,AAA_3,185,1,88.7
624,AAA_4,105,1,100
625,BBB_1,45,1,80.8
625,BBB_2,188,0,93.2
625,BBB_3,154,1,100
625,BBB_4,19,1,72.7
625,BBB_5,51,0,97.7
625,BBB_6,67,0,100
626,DDD_1,137,0,78.8
626,DDD_2,92,1,85.7
626,DDD_3,115,0,81.0
626,DDD_4,75,0,100
627,DDD_1,12,0,73.8
627,DDD_2,8,0,95.7
628,AAA_1,126,0,37.7
628,AAA_2,114,0,71.1
628,AAA_3,160,1,52.5
628,AAA_4,170,1,44.5
628,AAA_5,28,1,39.8
629,CCC_1,198,0,76.0
629,CCC_2,167,1,94.1
630,DDD_1,14,1,76.3
630,DDD_2,49,1,67.6
630,DDD_3,93,1,51.5
630,DDD_4,,0,
630,DDD_5,60,1,62.6
631,BBB_1,149,1,78.0
631,BBB_2,108,1,82.7
631,BBB_3,39,0,87.3
631,BBB_4,134,0,58.4
632,BBB_1,183,1,74.6
632,BBB_2,8,1,86.4
632,BBB_3,140,1,88.8
632,BBB_4,124,1,95.9
632,BBB_5,,1,
632,BBB_6,153,0,91.0
633,CCC_1,,0,
633,CCC_2,145,0,93.5
634,CCC_1,129,0,98.4
634,CCC_2,23,1,76.2
634,CCC_3,,0,
635,AAA_1,135,0,81.4
635,AAA_2,145,1,77.2
636,CCC_1,119,0,82.7
636,CCC_2,72,1,77.3
636,CCC_3,129,1,59.1
636,CCC_4,2,1,43.6
636,CCC_5,45,0,44.1
636,CCC_6,,1,
637,BBB_1,70,0,67.0
637,BBB_2,105,0,75.4
637,BBB_3,,1,
637,BBB_4,41,1,74.9
637,BBB_5,,1,
637,BBB_6,145,0,79.7
638,AAA_1,49,0,90.4
638,AAA_2,107,0,71.7
638,AAA_3,137,0,71.1
639,BBB_1,192,0,37.6
639,BBB_2,188,0,64.3
639,BBB_3,173,1,46.5
639,BBB_4,21,0,64.9
640,CCC_1,135,0,85.8
640,CCC_2,145,1,70.4
641,DDD_1,116,1,55.6
641,DDD_2,148,0,43.6
641,DDD_3,102,0,67.8
642,BBB_1,183,1,92.1
642,BBB_2,137,1,60.8
642,BBB_3,,0,
643,CCC_1,136,1,100
643,CCC_2,157,0,78.8
643,CCC_3,58,0,86.8
643,CCC_4,4,1,76.8
643,CCC_5,189,0,74.2
643,CCC_6,99,1,100
644,AAA_1,147,0,49.5
644,AAA_2,71,0,42.4
644,AAA_3,163,1,50.1
644,AAA_4,54,0,44.8
644,AAA_5,107,1,66.4
644,AAA_6,87,1,51.5
645,BBB_1,,0,
645,BBB_2,145,1,96.5
646,CCC_1,120,0,95.6
646,CCC_2,77,0,69.8
646,CCC_3,117,1,84.6
647,DDD_1,46,1,66.8
647,DDD_2,166,1,71.8
648,CCC_1,,1,
648,CCC_2,107,1,79.9
648,CCC_3,146,1,81.7
648,CCC_4,,1,
648,CCC_5,81,0,54.2
649,BBB_1,181,1,65.2
649,BBB_2,,1,
649,BBB_3,27,1,78.4
650,BBB_1,186,1,39.0
650,BBB_2,107,1,57.4
650,BBB_3,109,1,33.5
650,BBB_4,156,0,32.0
650,BBB_5,12,0,62.2
651,DDD_1,30,0,37.0
651,DDD_2,141,0,36.2
651,DDD_3,190,0,69.4
651,DDD_4,14,1,42.4
652,AAA_1,115,1,88.0
652,AAA_2,81,1,73.0
652,AAA_3,97,1,88.5
652,AAA_4,50,1,64.7
653,BBB_1,91,0,59.3
653,BBB_2,175,1,55.5
653,BBB_3,89,1,53.7
653,BBB_4,131,1,53.5
653,BBB_5,96,1,78.9
653,BBB_6,52,1,66.7
654,DDD_1,146,0,53.1
654,DDD_2,80,1,75.6
654,DDD_3,71,0,49.6
654,DDD_4,95,1,88.0
654,DDD_5,59,1,70.5
654,DDD_6,71,0,49.9
655,DDD_1,199,0,76.6
655,DDD_2,60,0,77.3
656,CCC_1,173,0,60.3
656,CCC_2,110,1,88.9
656,CCC_3,,0,
656,CCC_4,178,0,93.8
656,CCC_5,147,0,70.3
656,CCC_6,80,0,94.9
657,AAA_1,179,1,90.5
657,AAA_2,,0,
658,BBB_1,,0,
658,BBB_2,21,1,80.9
658,BBB_3,161,0,70.7
658,BBB_4,9,1,71.7
658,BBB_5,,0,
659,AAA_1,,1,
659,AAA_2,94,1,79.5
659,AAA_3,,1,
659,AAA_4,49,0,46.5
659,AAA_5,96,1,43.7
660,AAA_1,84,1,92.5
660,AAA_2,163,0,74.8
660,AAA_3,105,0,87.3
661,DDD_1,,1,
661,DDD_2,88,1,69.0
661,DDD_3,132,0,39.1
661,DDD_4,27,1,51.6
662,BBB_1,126,1,71.4
662,BBB_2,100,1,53.3
662,BBB_3,5,0,73.4
663,AAA_1,10,1,58.5
663,AAA_2,128,1,63.7
664,CCC_1,164,1,50.3
664,CCC_2,151,0,75.8
664,CCC_3,103,0,74.3
664,CCC_4,,0,
664,CCC_5,184,1,55.4
665,AAA_1,,1,
665,AAA_2,22,0,60.9
665,AAA_3,182,0,57.6
665,AAA_4,127,0,68.5
665,AAA_5,137,0,81.9
666,AAA_1,63,0,86.0
666,AAA_2,40,0,66.5
666,AAA_3,196,1,64.5
666,AAA_4,116,1,78.1
666,AAA_5,40,0,75.1
667,AAA_1,28,1,51.6
667,AAA_2,119,0,54.1
668,AAA_1,124,1,72.7
668,AAA_2,72,1,100
669,DDD_1,175,1,65.9
669,DDD_2,45,1,83.5
669,DDD_3,187,0,65.9
669,DDD_4,48,0,89.8
669,DDD_5,46,1,63.3
669,DDD_6,41,1,57.9
670,CCC_1,142,0,61.2
670,CCC_2,127,0,36.3
670,CCC_3,77,1,37.0
670,CCC_4,90,0,65.5
670,CCC_5,,0,
670,CCC_6,158,1,38.3
671,CCC_1,157,0,78.4
671,CCC_2,,1,
671,CCC_3,61,0,61.8
671,CCC_4,158,1,70.0
671,CCC_5,21,1,78.9
671,CCC_6,148,0,60.3
672,CCC_1,58,0,90.7
672,CCC_2,34,0,58.9
672,CCC_3,14,1,83.3
672,CCC_4,173,1,61.9
673,BBB_1,91,0,70.4
673,BBB_2,113,0,87.0
673,BBB_3,28,0,83.9
674,AAA_1,168,1,70.8
674,AAA_2,139,0,44.5
674,AAA_3,130,0,71.5
674,AAA_4,14,0,67.1
674,AAA_5,197,1,71.5
