id_student,code_module,code_presentation,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,final_result
750,BBB,2024J,M,Central,Lower Than A Level,0-35,0,60,Pass
751,CCC,2024B,M,North,HE Qualification,55<=,0,60,Distinction
752,CCC,2024B,F,Wales,Post Graduate Qualification,35-55,0,90,Distinction
753,AAA,2024J,F,East,A Level or Equivalent,55<=,0,90,Fail
754,DDD,2024B,M,Central,HE Qualification,0-35,0,90,Fail
755,CCC,2024B,M,South,A Level or Equivalent,0-35,0,30,Withdrawn
756,DDD,2024B,M,Scotland,Lower Than A Level,35-55,1,90,Withdrawn
757,CCC,2024B,F,South,Post Graduate Qualification,35-55,2,30,Withdrawn
758,CCC,2024B,F,Central,HE Qualification,35-55,0,60,Withdrawn
759,CCC,2024B,M,Central,A Level or Equivalent,55<=,1,30,Withdrawn
760,CCC,2024B,M,Wales,Lower Than A Level,0-35,1,120,Fail
761,AAA,2024J,M,Scotland,Lower Than A Level,35-55,1,60,Fail
762,CCC,2024B,F,Wales,HE Qualification,55<=,1,60,Withdrawn
763,AAA,2024J,M,East,A Level or Equivalent,35-55,0,90,Pass
764,CCC,2024B,F,Scotland,Post Graduate Qualification,0-35,0,120,Fail
765,DDD,2024B,M,North,Post Graduate Qualification,0-35,0,90,Fail
766,CCC,2024B,M,East,A Level or Equivalent,35-55,1,120,Withdrawn
767,CCC,2024B,F,Scotland,HE Qualification,0-35,1,90,Withdrawn
768,AAA,2024J,F,Scotland,HE Qualification,35-55,1,60,Fail
769,BBB,2024J,M,West,Lower Than A Level,55<=,0,120,Withdrawn
770,DDD,2024B,M,South,Post Graduate Qualification,35-55,0,90,Withdrawn
771,DDD,2024B,M,Scotland,Post Graduate Qualification,0-35,0,60,Withdrawn
772,DDD,2024B,M,East,Lower Than A Level,0-35,0,90,Fail
773,BBB,2024J,F,South,A Level or Equivalent,35-55,2,90,Pass
774,AAA,2024J,F,North,A Level or Equivalent,0-35,1,60,Pass
775,CCC,2024B,F,North,A Level or Equivalent,55<=,0,90,Distinction
776,BBB,2024J,M,North,A Level or Equivalent,35-55,1,90,Pass
777,CCC,2024B,F,East,Lower Than A Level,0-35,0,90,Pass
778,CCC,2024B,F,Wales,Post Graduate Qualification,35-55,0,60,Withdrawn
779,CCC,2024B,M,Central,Lower Than A Level,0-35,0,30,Fail
780,CCC,2024B,F,East,HE Qualification,35-55,0,30,Pass
781,BBB,2024J,F,Scotland,A Level or Equivalent,55<=,0,90,Withdrawn
782,BBB,2024J,F,Wales,Post Graduate Qualification,35-55,0,60,Fail
783,DDD,2024B,F,West,A Level or Equivalent,0-35,1,90,Pass
784,AAA,2024J,F,Scotland,HE Qualification,35-55,0,120,Pass
785,BBB,2024J,M,Central,Lower Than A Level,55<=,1,60,Pass
786,AAA,2024J,F,North,Post Graduate Qualification,0-35,0,60,Fail
787,AAA,2024J,F,East,Post Graduate Qualification,0-35,0,30,Withdrawn
788,CCC,2024B,F,East,Lower Than A Level,0-35,2,90,Withdrawn
789,CCC,2024B,M,Wales,A Level or Equivalent,35-55,2,120,Distinction
790,BBB,2024J,F,Wales,Lower Than A Level,0-35,0,30,Fail
791,DDD,2024B,F,East,A Level or Equivalent,55<=,0,90,Fail
792,BBB,2024J,M,West,HE Qualification,35-55,1,30,Withdrawn
793,DDD,2024B,M,Central,Post Graduate Qualification,0-35,1,90,Distinction
794,CCC,2024B,F,Wales,HE Qualification,0-35,0,30,Fail
795,CCC,2024B,M,Scotland,A Level or Equivalent,35-55,0,90,Fail
796,AAA,2024J,F,Central,Post Graduate Qualification,0-35,0,90,Pass
797,CCC,2024B,F,West,Post Graduate Qualification,55<=,0,60,Withdrawn
798,AAA,2024J,F,South,A Level or Equivalent,0-35,1,30,Withdrawn
799,DDD,2024B,M,Wales,Lower Than A Level,0-35,0,120,Distinction
800,BBB,2024J,M,East,Lower Than A Level,0-35,0,60,Distinction
801,DDD,2024B,F,West,HE Qualification,35-55,0,30,Fail
802,DDD,2024B,M,East,A Level or Equivalent,0-35,2,30,Distinction
803,BBB,2024J,F,North,HE Qualification,35-55,0,60,Pass
804,BBB,2024J,M,West,Post Graduate Qualification,0-35,0,30,Distinction
805,AAA,2024J,M,Wales,A Level or Equivalent,0-35,2,120,Pass
806,BBB,2024J,F,Scotland,A Level or Equivalent,0-35,0,90,Withdrawn
807,AAA,2024J,F,East,Lower Than A Level,35-55,2,90,Withdrawn
808,DDD,2024B,F,Wales,HE Qualification,0-35,1,30,Pass
809,AAA,2024J,M,West,HE Qualification,35-55,1,30,Withdrawn
810,AAA,2024J,F,Wales,Post Graduate Qualification,55<=,1,90,Distinction
811,BBB,2024J,M,South,A Level or Equivalent,35-55,0,90,Fail
812,DDD,2024B,M,East,A Level or Equivalent,0-35,0,60,Fail
813,DDD,2024B,F,Wales,HE Qualification,35-55,1,90,Pass
814,AAA,2024J,M,North,A Level or Equivalent,55<=,2,90,Withdrawn
815,BBB,2024J,F,Wales,A Level or Equivalent,0-35,3,90,Distinction
816,DDD,2024B,F,South,A Level or Equivalent,35-55,3,120,Withdrawn
817,AAA,2024J,F,North,Lower Than A Level,55<=,1,120,Withdrawn
818,BBB,2024J,M,North,Post Graduate Qualification,55<=,0,60,Fail
819,AAA,2024J,M,Scotland,Post Graduate Qualification,55<=,1,60,Pass
820,DDD,2024B,M,West,HE Qualification,0-35,2,30,Pass
821,CCC,2024B,F,Central,Lower Than A Level,35-55,0,120,Pass
822,AAA,2024J,M,Central,A Level or Equivalent,35-55,0,90,Pass
823,BBB,2024J,F,Wales,A Level or Equivalent,0-35,0,120,Pass
824,CCC,2024B,M,South,HE Qualification,35-55,2,60,Pass
825,CCC,2024B,M,North,Lower Than A Level,35-55,0,60,Withdrawn
826,CCC,2024B,F,Central,HE Qualification,0-35,3,60,Distinction
827,CCC,2024B,M,North,A Level or Equivalent,35-55,0,90,Withdrawn
828,AAA,2024J,M,East,Post Graduate Qualification,55<=,0,120,Pass
829,CCC,2024B,F,East,A Level or Equivalent,0-35,0,30,Withdrawn
830,BBB,2024J,F,West,A Level or Equivalent,35-55,0,90,Withdrawn
831,BBB,2024J,F,East,HE Qualification,35-55,0,90,Distinction
832,CCC,2024B,M,Scotland,Lower Than A Level,0-35,0,60,Fail
833,DDD,2024B,F,Scotland,HE Qualification,35-55,0,60,Distinction
834,AAA,2024J,F,South,A Level or Equivalent,35-55,1,30,Distinction
835,DDD,2024B,M,Scotland,A Level or Equivalent,35-55,0,90,Fail
836,DDD,2024B,F,East,HE Qualification,55<=,1,30,Withdrawn
837,CCC,2024B,F,West,Post Graduate Qualification,55<=,3,30,Pass
838,BBB,2024J,M,Wales,HE Qualification,55<=,0,60,Withdrawn
839,BBB,2024J,M,Central,HE Qualification,35-55,0,60,Withdrawn
840,CCC,2024B,F,Central,HE Qualification,55<=,0,120,Fail
841,DDD,2024B,M,North,A Level or Equivalent,0-35,1,90,Withdrawn
842,AAA,2024J,M,Central,Post Graduate Qualification,0-35,0,90,Withdrawn
843,DDD,2024B,M,Scotland,HE Qualification,0-35,1,120,Pass
844,AAA,2024J,F,Wales,Post Graduate Qualification,0-35,1,30,Withdrawn
845,BBB,2024J,M,North,A Level or Equivalent,55<=,0,30,Withdrawn
846,DDD,2024B,F,Wales,A Level or Equivalent,35-55,0,60,Distinction
847,BBB,2024J,F,East,Post Graduate Qualification,55<=,3,120,Withdrawn
848,BBB,2024J,M,South,Post Graduate Qualification,35-55,0,120,Withdrawn
849,DDD,2024B,F,Wales,HE Qualification,35-55,0,30,Pass
850,AAA,2024J,M,North,Post Graduate Qualification,55<=,0,120,Distinction
851,DDD,2024B,F,Wales,HE Qualification,0-35,1,60,Pass
852,DDD,2024B,F,West,HE Qualification,35-55,0,90,Fail
853,DDD,2024B,F,East,Lower Than A Level,0-35,0,120,Distinction
854,DDD,2024B,F,Central,Post Graduate Qualification,55<=,1,60,Fail
855,AAA,2024J,F,East,Lower Than A Level,35-55,0,30,Distinction
856,CCC,2024B,M,West,Lower Than A Level,35-55,0,30,Distinction
857,CCC,2024B,M,Scotland,A Level or Equivalent,35-55,0,90,Pass
858,BBB,2024J,M,Scotland,Lower Than A Level,0-35,0,120,Pass
859,DDD,2024B,F,East,Post Graduate Qualification,35-55,0,60,Fail
860,CCC,2024B,M,Scotland,Post Graduate Qualification,0-35,0,60,Pass
861,BBB,2024J,M,West,Post Graduate Qualification,35-55,0,60,Withdrawn
862,AAA,2024J,F,Central,HE Qualification,55<=,0,60,Pass
863,DDD,2024B,M,South,Post Graduate Qualification,35-55,0,120,Pass
864,CCC,2024B,M,South,A Level or Equivalent,35-55,1,90,Withdrawn
865,CCC,2024B,F,Wales,Lower Than A Level,0-35,0,120,Pass
866,BBB,2024J,F,West,A Level or Equivalent,55<=,0,30,Withdrawn
867,DDD,2024B,M,Wales,Lower Than A Level,0-35,1,90,Withdrawn
868,AAA,2024J,M,East,Post Graduate Qualification,0-35,0,90,Distinction
869,CCC,2024B,M,West,Post Graduate Qualification,0-35,0,60,Pass
870,BBB,2024J,M,North,A Level or Equivalent,35-55,0,30,Fail
871,BBB,2024J,F,North,A Level or Equivalent,35-55,1,30,Pass
872,CCC,2024B,F,South,A Level or Equivalent,55<=,2,120,Distinction
873,DDD,2024B,M,North,Lower Than A Level,0-35,0,120,Withdrawn
874,BBB,2024J,M,East,Lower Than A Level,0-35,2,30,Pass
875,CCC,2024B,F,Central,HE Qualification,35-55,0,60,Withdrawn
876,DDD,2024B,F,Central,Lower Than A Level,0-35,1,60,Withdrawn
877,AAA,2024J,F,Central,Post Graduate Qualification,55<=,0,30,Fail
878,BBB,2024J,M,West,Post Graduate Qualification,0-35,0,30,Withdrawn
879,AAA,2024J,F,East,Post Graduate Qualification,0-35,3,30,Pass
880,BBB,2024J,F,Central,Lower Than A Level,55<=,1,60,Withdrawn
881,CCC,2024B,F,West,Lower Than A Level,55<=,0,90,Fail
882,AAA,2024J,M,Central,A Level or Equivalent,35-55,1,120,Distinction
883,BBB,2024J,F,Wales,A Level or Equivalent,35-55,1,120,Withdrawn
884,DDD,2024B,M,West,Post Graduate Qualification,0-35,0,60,Withdrawn
885,DDD,2024B,M,Scotland,Lower Than A Level,35-55,1,120,Withdrawn
886,BBB,2024J,M,South,Lower Than A Level,55<=,0,120,Fail
887,BBB,2024J,F,East,HE Qualification,55<=,1,30,Pass
888,CCC,2024B,M,East,HE Qualification,0-35,1,30,Pass
889,CCC,2024B,F,South,HE Qualification,55<=,0,30,Withdrawn
890,BBB,2024J,F,Central,A Level or Equivalent,55<=,1,120,Withdrawn
891,BBB,2024J,M,East,A Level or Equivalent,0-35,1,120,Withdrawn
892,BBB,2024J,F,South,HE Qualification,35-55,1,30,Pass
893,AAA,2024J,F,North,Post Graduate Qualification,55<=,0,30,Fail
894,BBB,2024J,F,Wales,HE Qualification,35-55,1,90,Distinction
895,DDD,2024B,M,East,HE Qualification,55<=,0,120,Fail
896,CCC,2024B,M,Central,Post Graduate Qualification,35-55,0,60,Withdrawn
897,AAA,2024J,F,Scotland,Lower Than A Level,35-55,1,90,Pass
898,DDD,2024B,F,West,Lower Than A Level,0-35,0,60,Fail
899,BBB,2024J,F,East,A Level or Equivalent,35-55,0,30,Fail
900,DDD,2024B,M,East,Post Graduate Qualification,0-35,0,120,Distinction
901,BBB,2024J,M,North,A Level or Equivalent,0-35,0,30,Pass
902,BBB,2024J,M,North,Lower Than A Level,35-55,0,120,Withdrawn
903,BBB,2024J,F,West,Lower Than A Level,55<=,1,30,Pass
904,CCC,2024B,F,South,A Level or Equivalent,0-35,0,60,Pass
905,CCC,2024B,F,East,Lower Than A Level,0-35,0,120,Pass
906,AAA,2024J,M,West,Post Graduate Qualification,0-35,1,120,Distinction
907,DDD,2024B,M,Scotland,A Level or Equivalent,35-55,1,30,Distinction
908,DDD,2024B,M,Central,A Level or Equivalent,35-55,1,60,Withdrawn
909,CCC,2024B,M,West,HE Qualification,55<=,0,90,Withdrawn
910,CCC,2024B,M,South,Post Graduate Qualification,35-55,2,30,Withdrawn
911,CCC,2024B,F,Central,Lower Than A Level,0-35,0,90,Fail
912,AAA,2024J,M,Wales,Lower Than A Level,55<=,1,120,Fail
913,CCC,2024B,F,Scotland,Post Graduate Qualification,0-35,0,120,Fail
914,DDD,2024B,F,South,Lower Than A Level,0-35,0,90,Pass
915,AAA,2024J,F,East,Lower Than A Level,35-55,1,120,Withdrawn
916,CCC,2024B,M,West,HE Qualification,0-35,0,120,Withdrawn
917,CCC,2024B,F,South,HE Qualification,35-55,0,30,Withdrawn
918,BBB,2024J,F,South,A Level or Equivalent,0-35,0,120,Pass
919,AAA,2024J,F,Central,HE Qualification,0-35,0,120,Distinction
920,DDD,2024B,M,North,A Level or Equivalent,35-55,0,60,Fail
921,BBB,2024J,M,East,Lower Than A Level,0-35,0,60,Withdrawn
922,BBB,2024J,M,Wales,HE Qualification,35-55,1,90,Withdrawn
923,DDD,2024B,M,North,HE Qualification,35-55,3,60,Pass
924,AAA,2024J,F,North,Post Graduate Qualification,55<=,0,90,Pass
925,CCC,2024B,F,South,Lower Than A Level,0-35,3,60,Fail
926,CCC,2024B,F,North,A Level or Equivalent,55<=,0,90,Fail
927,CCC,2024B,F,West,HE Qualification,35-55,0,120,Withdrawn
928,BBB,2024J,F,Central,Lower Than A Level,35-55,0,120,Distinction
929,DDD,2024B,M,Scotland,Lower Than A Level,55<=,0,120,Withdrawn
930,DDD,2024B,F,East,Lower Than A Level,35-55,3,60,Withdrawn
931,AAA,2024J,M,Wales,Lower Than A Level,55<=,1,120,Withdrawn
932,DDD,2024B,F,East,A Level or Equivalent,0-35,3,60,Fail
933,BBB,2024J,M,Scotland,A Level or Equivalent,35-55,0,90,Withdrawn
934,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,0,120,Fail
935,BBB,2024J,M,East,HE Qualification,35-55,0,30,Fail
936,CCC,2024B,F,North,HE Qualification,35-55,1,30,Pass
937,DDD,2024B,M,Scotland,HE Qualification,55<=,1,30,Pass
938,CCC,2024B,M,West,Lower Than A Level,0-35,0,30,Withdrawn
939,CCC,2024B,F,North,HE Qualification,35-55,0,60,Distinction
940,AAA,2024J,M,Central,Lower Than A Level,55<=,3,90,Distinction
941,BBB,2024J,F,North,A Level or Equivalent,55<=,0,60,Fail
942,CCC,2024B,F,North,HE Qualification,55<=,0,120,Fail
943,CCC,2024B,M,North,HE Qualification,35-55,0,60,Pass
944,CCC,2024B,M,North,Post Graduate Qualification,35-55,0,120,Pass
945,AAA,2024J,M,Scotland,Post Graduate Qualification,35-55,0,30,Distinction
946,AAA,2024J,M,Wales,Post Graduate Qualification,55<=,0,90,Pass
947,DDD,2024B,F,East,Lower Than A Level,55<=,2,60,Pass
948,BBB,2024J,F,East,Lower Than A Level,55<=,0,120,Fail
949,BBB,2024J,M,East,A Level or Equivalent,0-35,0,90,Pass
950,DDD,2024B,F,West,HE Qualification,35-55,1,90,Distinction
951,BBB,2024J,M,South,Lower Than A Level,0-35,3,60,Pass
952,CCC,2024B,F,Central,Lower Than A Level,55<=,3,60,Fail
953,AAA,2024J,F,North,Post Graduate Qualification,35-55,0,120,Fail
954,AAA,2024J,M,North,A Level or Equivalent,55<=,0,30,Pass
955,BBB,2024J,M,West,HE Qualification,35-55,0,60,Pass
956,DDD,2024B,F,North,A Level or Equivalent,35-55,0,90,Withdrawn
957,CCC,2024B,F,Central,A Level or Equivalent,55<=,0,90,Fail
958,CCC,2024B,M,North,A Level or Equivalent,0-35,0,120,Withdrawn
959,BBB,2024J,F,Central,HE Qualification,55<=,0,30,Withdrawn
960,AAA,2024J,F,South,A Level or Equivalent,0-35,0,120,Distinction
961,BBB,2024J,M,East,Post Graduate Qualification,0-35,2,30,Withdrawn
962,AAA,2024J,F,Central,A Level or Equivalent,0-35,0,90,Fail
963,AAA,2024J,M,North,A Level or Equivalent,35-55,1,60,Fail
964,AAA,2024J,M,Wales,Lower Than A Level,0-35,0,90,Withdrawn
965,DDD,2024B,M,South,HE Qualification,55<=,0,120,Withdrawn
966,BBB,2024J,F,Scotland,A Level or Equivalent,55<=,0,90,Fail
967,CCC,2024B,F,North,HE Qualification,55<=,1,90,Withdrawn
968,BBB,2024J,F,West,A Level or Equivalent,35-55,1,30,Fail
969,CCC,2024B,M,Central,A Level or Equivalent,55<=,1,60,Pass
970,DDD,2024B,M,Scotland,A Level or Equivalent,0-35,0,60,Withdrawn
971,AAA,2024J,F,North,Lower Than A Level,55<=,2,90,Distinction
972,AAA,2024J,M,West,Lower Than A Level,0-35,1,60,Withdrawn
973,DDD,2024B,M,South,HE Qualification,35-55,1,30,Fail
974,BBB,2024J,M,Central,Post Graduate Qualification,0-35,0,30,Distinction
975,BBB,2024J,M,South,HE Qualification,35-55,0,60,Fail
976,CCC,2024B,F,North,Post Graduate Qualification,0-35,1,30,Distinction
977,BBB,2024J,F,East,Lower Than A Level,0-35,2,90,Withdrawn
978,AAA,2024J,F,Wales,A Level or Equivalent,35-55,1,120,Pass
979,BBB,2024J,M,Scotland,HE Qualification,35-55,0,60,Withdrawn
980,DDD,2024B,F,Central,HE Qualification,35-55,2,30,Distinction
981,AAA,2024J,F,Central,Lower Than A Level,55<=,3,60,Withdrawn
982,DDD,2024B,F,South,A Level or Equivalent,35-55,0,120,Pass
983,DDD,2024B,F,North,HE Qualification,55<=,2,90,Withdrawn
984,DDD,2024B,M,East,A Level or Equivalent,0-35,1,30,Withdrawn
985,BBB,2024J,M,East,A Level or Equivalent,55<=,0,120,Distinction
986,DDD,2024B,M,East,Post Graduate Qualification,35-55,2,90,Pass
987,CCC,2024B,M,North,HE Qualification,55<=,0,120,Pass
988,DDD,2024B,F,Wales,A Level or Equivalent,35-55,1,60,Fail
989,AAA,2024J,F,Scotland,Lower Than A Level,0-35,1,90,Pass
990,AAA,2024J,M,South,Lower Than A Level,55<=,0,120,Distinction
991,CCC,2024B,M,North,HE Qualification,35-55,0,30,Withdrawn
992,DDD,2024B,F,North,HE Qualification,55<=,1,90,Pass
993,AAA,2024J,M,Central,Lower Than A Level,35-55,0,120,Distinction
994,BBB,2024J,M,West,A Level or Equivalent,35-55,0,120,Withdrawn
995,AAA,2024J,M,Central,A Level or Equivalent,35-55,0,90,Pass
996,DDD,2024B,F,Wales,HE Qualification,55<=,0,30,Pass
997,DDD,2024B,M,South,Post Graduate Qualification,0-35,3,30,Pass
998,BBB,2024J,F,East,A Level or Equivalent,35-55,0,90,Withdrawn
999,BBB,2024J,F,Central,Post Graduate Qualification,0-35,2,30,Withdrawn
1000,CCC,2024B,M,North,HE Qualification,55<=,1,120,Fail
